dt,날짜,target,target_max15,target_max15_trapz,is_clone,is_off,is_stop,is_corrupt,is_prod_missing,train_ok,train_ok_strict,hour,dow,is_weekend,is_holiday,after_off,off_run_prev,days_since_off,shift,is_transition,month,prod,prod_cap,prod_log,prod_zero,day_prod,day_prod_zero,day_prod_hours,prod_prev,prod_next,prod_diff,cool,temp,humid,thi,wind,rain,lag24,lag168,lag336,lag_week_mean4,lag_prev_op,prev_day_mean,prev_day_max,last_week_day_mean,last_week_day_max,ym,fold,y,p,err,abs_err,peak
2021-05-26 19:00:00,20210526,131,137,132.5,False,False,False,False,False,True,True,19,3,0,0,0,0.0,3.0,2,0,5,2100,800,7.650168700845001,0,19944,0,23,1712.0,8.0,388.0,0.0,20.0,29,64.095,4.0,0.0,130.0,23.0,125.0,71.5,130.0,122.5,163.0,42.083333333333336,97.0,2021-05,2021-05,131,114.61506562231448,16.384934377685525,16.384934377685525,False
2021-05-26 20:00:00,20210526,115,119,122.5,False,False,False,False,False,True,True,20,3,0,0,0,0.0,3.0,0,0,5,8,8,2.1972245773362196,0,19944,0,23,2100.0,226.0,-2092.0,0.0,19.6,42,64.31968,2.9,0.0,119.0,21.0,105.0,63.75,119.0,122.5,163.0,42.083333333333336,97.0,2021-05,2021-05,115,89.98425909711692,25.01574090288308,25.01574090288308,False
2021-05-26 21:00:00,20210526,104,107,106.5,False,False,False,False,False,True,True,21,3,0,0,0,0.0,3.0,0,0,5,226,226,5.424950017481403,0,19944,0,23,8.0,381.0,218.0,0.0,19.3,52,64.43263999999999,3.4,0.0,119.0,22.0,110.0,66.0,119.0,122.5,163.0,42.083333333333336,97.0,2021-05,2021-05,104,88.41177904843931,15.588220951560686,15.588220951560686,False
2021-05-26 22:00:00,20210526,97,102,99.5,False,False,False,False,False,True,True,22,3,0,0,0,0.0,3.0,0,0,5,381,381,5.945420608606575,0,19944,0,23,226.0,0.0,155.0,0.0,18.5,66,63.9349,3.5,0.0,106.0,23.0,102.0,62.5,106.0,122.5,163.0,42.083333333333336,97.0,2021-05,2021-05,97,91.4563172877718,5.543682712228204,5.543682712228204,False
2021-05-26 23:00:00,20210526,98,107,105.0,False,False,False,False,False,True,True,23,3,0,0,0,0.0,3.0,0,0,5,0,0,0.0,1,19944,0,23,381.0,,-381.0,0.0,16.8,71,61.56372,3.8,0.0,100.0,21.0,102.0,60.5,100.0,122.5,163.0,42.083333333333336,97.0,2021-05,2021-05,98,83.0344536629121,14.9655463370879,14.9655463370879,False
2021-05-29 00:00:00,20210529,61,67,75.0,False,False,False,False,False,True,True,0,6,1,0,0,0.0,6.0,0,0,5,32,32,3.4965075614664802,0,3071,0,8,,578.0,,0.0,13.2,98,55.784639999999996,0.7,0.0,61.0,59.0,54.0,61.0,61.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,61,57.17497753949678,3.82502246050322,3.82502246050322,False
2021-05-29 01:00:00,20210529,99,107,102.5,False,False,False,False,False,True,True,1,6,1,0,0,0.0,6.0,0,0,5,578,578,6.361302477572996,0,3071,0,8,32.0,111.0,546.0,0.0,13.4,98,56.140679999999996,1.5,0.0,100.0,101.0,96.0,102.0,100.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,99,101.17340103771743,-2.1734010377174258,2.1734010377174258,False
2021-05-29 02:00:00,20210529,95,103,105.0,False,False,False,False,False,True,True,2,6,1,0,0,0.0,6.0,0,0,5,111,111,4.718498871295094,0,3071,0,8,578.0,216.0,-467.0,0.0,13.1,98,55.60661999999999,0.1,0.0,102.0,96.0,98.0,101.5,102.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,95,94.78020166503238,0.2197983349676207,0.2197983349676207,False
2021-05-29 03:00:00,20210529,96,105,101.0,False,False,False,False,False,True,True,3,6,1,0,0,0.0,6.0,0,0,5,216,216,5.37989735354046,0,3071,0,8,111.0,230.0,105.0,0.0,13.4,98,56.140679999999996,1.0,0.0,99.0,99.0,93.0,98.75,99.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,96,97.79610577836799,-1.7961057783679877,1.7961057783679877,False
2021-05-29 04:00:00,20210529,102,106,105.0,False,False,False,False,False,True,True,4,6,1,0,0,0.0,6.0,0,0,5,230,230,5.442417710521793,0,3071,0,8,216.0,6.0,14.0,0.0,12.1,98,53.82642,0.0,0.0,105.0,101.0,101.0,102.5,105.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,102,104.69536355719703,-2.6953635571970267,2.6953635571970267,False
2021-05-29 05:00:00,20210529,88,101,97.0,False,False,False,False,False,True,True,5,6,1,0,0,0.0,6.0,0,0,5,6,6,1.9459101490553132,0,3071,0,8,230.0,368.0,-224.0,0.0,13.0,98,55.428599999999996,0.7,0.0,92.0,84.0,80.0,84.25,92.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,88,73.1545709446181,14.8454290553819,14.8454290553819,False
2021-05-29 06:00:00,20210529,100,105,104.0,False,False,False,False,False,True,True,6,6,1,0,0,0.0,6.0,0,0,5,368,368,5.910796644040527,0,3071,0,8,6.0,1530.0,362.0,0.0,15.1,95,59.147549999999995,0.7,0.0,109.0,102.0,98.0,101.25,109.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,100,99.20172990628804,0.7982700937119631,0.7982700937119631,False
2021-05-29 07:00:00,20210529,65,84,87.0,False,False,False,False,False,True,True,7,6,1,0,0,0.0,6.0,0,1,5,1530,800,7.333676395657684,0,3071,0,8,368.0,0.0,1162.0,0.0,17.5,66,62.47149999999999,1.4,0.0,115.0,56.0,69.0,65.0,115.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,65,63.07020502615697,1.9297949738430304,1.9297949738430304,False
2021-05-29 08:00:00,20210529,23,26,28.5,False,False,False,False,False,True,True,8,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,1530.0,0.0,-1530.0,0.0,18.4,62,63.631919999999994,1.8,0.0,164.0,20.0,22.0,22.25,164.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,23,23.378812978427618,-0.37881297842761796,0.37881297842761796,False
2021-05-29 09:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,9,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,20.4,50,65.77199999999999,2.7,0.0,160.0,20.0,20.0,20.75,160.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,21.864964133565607,-0.8649641335656071,0.8649641335656071,False
2021-05-29 10:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,10,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,21.5,46,66.9281,3.8,0.0,151.0,23.0,20.0,21.5,151.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,21.182765549398873,-0.1827655493988729,0.1827655493988729,False
2021-05-29 11:00:00,20210529,23,26,25.5,False,False,False,False,False,True,True,11,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,1.1000000000000014,23.1,42,68.60998000000001,3.1,0.0,167.0,21.0,22.0,22.75,167.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,23,22.468489959307647,0.5315100406923534,0.5315100406923534,False
2021-05-29 12:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,12,6,1,0,0,0.0,6.0,1,1,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,1.8999999999999986,23.9,38,69.21618,2.0,0.0,98.0,20.0,20.0,21.25,98.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,23.293511017460446,-2.293511017460446,2.293511017460446,False
2021-05-29 13:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,13,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,3.1000000000000014,25.1,34,70.21766,2.6,0.0,162.0,22.0,19.0,21.0,162.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,23.93625999551419,-2.9362599955141917,2.9362599955141917,False
2021-05-29 14:00:00,20210529,23,26,24.0,False,False,False,False,False,True,True,14,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,3.5,25.5,32,70.4574,3.6,0.0,151.0,21.0,21.0,21.5,151.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,23,23.408844038309766,-0.40884403830976623,0.40884403830976623,False
2021-05-29 15:00:00,20210529,22,23,24.5,False,False,False,False,False,True,True,15,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,2.8999999999999986,24.9,32,69.78132,2.8,0.0,140.0,20.0,20.0,21.75,140.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,22,23.886387449269098,-1.8863874492690975,1.8863874492690975,False
2021-05-29 16:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,16,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,2.0,24.0,46,70.0916,1.2,0.0,137.0,21.0,20.0,21.25,137.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,21.96395759862149,-0.9639575986214908,0.9639575986214908,False
2021-05-29 17:00:00,20210529,22,24,22.5,False,False,False,False,False,True,True,17,6,1,0,0,0.0,6.0,2,1,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.6000000000000014,22.6,48,68.48152,0.7,0.0,125.0,22.0,20.0,21.25,125.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,22,21.778615192948493,0.22138480705150698,0.22138480705150698,False
2021-05-29 18:00:00,20210529,23,26,25.0,False,False,False,False,False,True,True,18,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,21.8,56,68.03592,1.2,0.0,148.0,20.0,22.0,22.25,148.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,23,21.92710340646789,1.0728965935321106,1.0728965935321106,False
2021-05-29 19:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,19,6,1,0,0,0.0,6.0,2,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,21.6,55,67.6922,2.2,0.0,117.0,20.0,20.0,20.75,117.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,21.775249220674066,-0.7752492206740662,0.7752492206740662,False
2021-05-29 20:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,20,6,1,0,0,0.0,6.0,0,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,20.8,56,66.67152,1.8,0.0,105.0,23.0,20.0,21.5,105.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,22.13358513252164,-1.1335851325216417,1.1335851325216417,False
2021-05-29 21:00:00,20210529,23,26,25.5,False,False,False,False,False,True,True,21,6,1,0,0,0.0,6.0,0,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,19.7,61,65.43083,1.8,0.0,111.0,21.0,23.0,23.25,111.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,23,22.98679360982629,0.013206390173710503,0.013206390173710503,False
2021-05-29 22:00:00,20210529,21,22,21.5,False,False,False,False,False,True,True,22,6,1,0,0,0.0,6.0,0,0,5,0,0,0.0,1,3071,0,8,0.0,0.0,0.0,0.0,19.0,64,64.57639999999999,2.0,0.0,103.0,20.0,21.0,21.25,103.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,22.101357691503953,-1.101357691503953,1.101357691503953,False
2021-05-29 23:00:00,20210529,21,21,21.0,False,False,False,False,False,True,True,23,6,1,0,0,0.0,6.0,0,0,5,0,0,0.0,1,3071,0,8,0.0,,0.0,0.0,17.6,72,62.805279999999996,1.9,0.0,95.0,23.0,20.0,21.75,95.0,121.54166666666667,167.0,43.125,102.0,2021-05,2021-05,21,22.48170673055742,-1.4817067305574199,1.4817067305574199,False
2021-05-31 00:00:00,20210531,21,21,23.0,False,False,False,False,False,True,True,0,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,,0.0,,0.0,15.5,95,59.84775,0.6,0.0,,20.0,22.0,22.0,61.0,,,99.25,164.0,2021-05,2021-05,21,34.654408426474134,-13.654408426474134,13.654408426474134,False
2021-05-31 01:00:00,20210531,21,21,21.0,False,False,False,False,False,True,True,1,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,15.3,98,59.52306,0.0,0.0,,23.0,20.0,21.75,99.0,,,99.25,164.0,2021-05,2021-05,21,32.21256250342642,-11.212562503426419,11.212562503426419,False
2021-05-31 02:00:00,20210531,21,22,21.5,False,False,False,False,False,True,True,2,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,15.2,98,59.34504,0.3,0.0,,20.0,20.0,21.5,95.0,,,99.25,164.0,2021-05,2021-05,21,32.827192487141296,-11.827192487141296,11.827192487141296,False
2021-05-31 03:00:00,20210531,23,26,25.0,False,False,False,False,False,True,True,3,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,15.5,98,59.8791,1.6,0.0,,20.0,22.0,22.0,96.0,,,99.25,164.0,2021-05,2021-05,23,32.41558338034614,-9.415583380346142,9.415583380346142,False
2021-05-31 04:00:00,20210531,21,21,21.5,False,False,False,False,False,True,True,4,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,15.8,98,60.41316,1.1,0.0,,23.0,20.0,21.75,102.0,,,99.25,164.0,2021-05,2021-05,21,31.43659063567489,-10.43659063567489,10.43659063567489,False
2021-05-31 05:00:00,20210531,21,21,21.0,False,False,False,False,False,True,True,5,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,16.1,98,60.94722,1.3,0.2,,20.0,20.0,21.25,88.0,,,99.25,164.0,2021-05,2021-05,21,32.787364255663825,-11.787364255663825,11.787364255663825,False
2021-05-31 06:00:00,20210531,24,26,25.5,False,False,False,False,False,True,True,6,1,0,0,1,1.0,1.0,0,0,5,0,0,0.0,1,17276,0,16,0.0,0.0,0.0,0.0,15.8,98,60.41316,0.9,0.6,,20.0,22.0,22.25,100.0,,,99.25,164.0,2021-05,2021-05,24,36.899711211778225,-12.899711211778225,12.899711211778225,False
2021-05-31 07:00:00,20210531,49,83,69.5,False,False,False,False,False,True,True,7,1,0,0,1,1.0,1.0,0,1,5,0,0,0.0,1,17276,0,16,0.0,697.0,0.0,0.0,15.6,98,60.05712,2.3,0.6,,54.0,50.0,56.75,65.0,,,99.25,164.0,2021-05,2021-05,49,54.304059927721674,-5.304059927721674,5.304059927721674,False
2021-05-31 08:00:00,20210531,160,171,170.0,False,False,False,False,False,True,True,8,1,0,0,1,1.0,1.0,2,0,5,697,697,6.548219102762372,0,17276,0,16,0.0,901.0,697.0,0.0,17.4,95,63.1737,1.7,0.6,,160.0,174.0,171.5,23.0,,,99.25,164.0,2021-05,2021-05,160,171.41395926769187,-11.413959267691865,11.413959267691865,False
2021-05-31 09:00:00,20210531,169,171,170.5,False,False,False,False,False,True,True,9,1,0,0,1,1.0,1.0,2,0,5,901,800,6.804614520062624,0,17276,0,16,697.0,1373.0,204.0,0.0,21.5,61,67.97585000000001,0.6,0.6,,163.0,160.0,162.75,21.0,,,99.25,164.0,2021-05,2021-05,169,159.84303026477428,9.156969735225715,9.156969735225715,False
2021-05-31 10:00:00,20210531,160,172,170.5,False,False,False,False,False,True,True,10,1,0,0,1,1.0,1.0,2,0,5,1373,800,7.2254814727822945,0,17276,0,16,901.0,1278.0,472.0,0.10000000000000142,22.1,62,68.89998,1.8,0.6,,155.0,164.0,156.25,21.0,,,99.25,164.0,2021-05,2021-05,160,155.09472547241626,4.905274527583742,4.905274527583742,False
2021-05-31 11:00:00,20210531,167,170,168.5,False,False,False,False,False,True,True,11,1,0,0,1,1.0,1.0,2,0,5,1278,800,7.153833801578843,0,17276,0,16,1373.0,246.0,-95.0,2.3999999999999986,24.4,47,70.69632,2.1,0.6,,164.0,169.0,167.75,23.0,,,99.25,164.0,2021-05,2021-05,167,165.58366884036505,1.4163311596349502,1.4163311596349502,False
2021-05-31 12:00:00,20210531,104,119,142.5,False,False,False,False,False,True,True,12,1,0,0,1,1.0,1.0,1,1,5,246,246,5.5093883366279774,0,17276,0,16,1278.0,647.0,-1032.0,1.8000000000000007,23.8,48,70.02376,2.0,0.6,,104.0,104.0,105.0,21.0,,,99.25,164.0,2021-05,2021-05,104,99.10940017877431,4.890599821225692,4.890599821225692,False
2021-05-31 13:00:00,20210531,159,164,160.5,False,False,False,False,False,True,True,13,1,0,0,1,1.0,1.0,2,0,5,647,647,6.473890696352274,0,17276,0,16,246.0,806.0,401.0,2.6999999999999993,24.7,48,71.18044,2.0,0.6,,155.0,170.0,165.5,21.0,,,99.25,164.0,2021-05,2021-05,159,162.40655859503195,-3.406558595031953,3.406558595031953,False
2021-05-31 14:00:00,20210531,156,161,159.0,False,False,False,False,False,True,True,14,1,0,0,1,1.0,1.0,2,0,5,806,800,6.693323668269949,0,17276,0,16,647.0,2767.0,159.0,1.3000000000000007,23.3,52,69.73184,2.9,0.6,,159.0,163.0,160.75,23.0,,,99.25,164.0,2021-05,2021-05,156,158.01307801751207,-2.013078017512072,2.013078017512072,False
2021-05-31 15:00:00,20210531,142,154,152.5,False,False,False,False,False,True,True,15,1,0,0,1,1.0,1.0,2,0,5,2767,800,7.92588031673756,0,17276,0,16,806.0,2857.0,1961.0,1.1999999999999993,23.2,59,70.20612,2.7,0.6,,154.0,157.0,151.5,22.0,,,99.25,164.0,2021-05,2021-05,142,149.5943998369579,-7.594399836957905,7.594399836957905,False
2021-05-31 16:00:00,20210531,147,150,150.0,False,False,False,False,False,True,True,16,1,0,0,1,1.0,1.0,2,0,5,2857,800,7.957877358489813,0,17276,0,16,2767.0,705.0,90.0,0.0,21.5,51,67.27735,3.2,0.6,,147.0,161.0,152.0,21.0,,,99.25,164.0,2021-05,2021-05,147,145.91699149656623,1.0830085034337742,1.0830085034337742,False
2021-05-31 17:00:00,20210531,125,162,148.5,False,False,False,False,False,True,True,17,1,0,0,1,1.0,1.0,2,1,5,705,705,6.559615237493242,0,17276,0,16,2857.0,1370.0,-2152.0,0.0,20.8,55,66.6086,1.8,0.6,,129.0,138.0,128.5,22.0,,,99.25,164.0,2021-05,2021-05,125,116.35393097153053,8.64606902846947,8.64606902846947,False
2021-05-31 18:00:00,20210531,157,168,165.0,False,False,False,False,False,True,True,18,1,0,0,1,1.0,1.0,2,0,5,1370,800,7.223295679562314,0,17276,0,16,705.0,3082.0,665.0,0.0,19.9,73,66.36173,2.8,0.6,,147.0,152.0,148.0,23.0,,,99.25,164.0,2021-05,2021-05,157,138.8618893607585,18.13811063924149,18.13811063924149,False
2021-05-31 19:00:00,20210531,146,158,154.0,False,False,False,False,False,True,True,19,1,0,0,1,1.0,1.0,2,0,5,3082,800,8.03365842788615,0,17276,0,16,1370.0,186.0,1712.0,0.0,18.7,86,65.07018,1.6,0.6,,130.0,128.0,130.5,21.0,,,99.25,164.0,2021-05,2021-05,146,118.31789137168697,27.68210862831303,27.68210862831303,False
2021-05-31 20:00:00,20210531,113,118,119.0,False,False,False,False,False,True,True,20,1,0,0,1,1.0,1.0,0,0,5,186,186,5.231108616854587,0,17276,0,16,3082.0,130.0,-2896.0,0.0,18.0,76,63.5552,1.0,0.6,,106.0,96.0,105.75,21.0,,,99.25,164.0,2021-05,2021-05,113,108.07722121348162,4.9227787865183785,4.9227787865183785,False
2021-05-31 21:00:00,20210531,113,121,118.5,False,False,False,False,False,True,True,21,1,0,0,1,1.0,1.0,0,0,5,130,130,4.875197323201151,0,17276,0,16,186.0,77.0,-56.0,0.0,17.1,78,62.201620000000005,0.4,0.6,,106.0,89.0,104.75,23.0,,,99.25,164.0,2021-05,2021-05,113,103.4276513408743,9.572348659125694,9.572348659125694,False
2021-05-31 22:00:00,20210531,103,107,107.0,False,False,False,False,False,True,True,22,1,0,0,1,1.0,1.0,0,0,5,77,77,4.356708826689592,0,17276,0,16,130.0,154.0,-53.0,0.0,17.0,89,62.32169999999999,0.5,0.6,,105.0,93.0,103.75,21.0,,,99.25,164.0,2021-05,2021-05,103,100.9858828263899,2.014117173610103,2.014117173610103,False
2021-05-31 23:00:00,20210531,99,110,109.5,False,False,False,False,False,True,True,23,1,0,0,1,1.0,1.0,0,0,5,154,154,5.043425116919247,0,17276,0,16,77.0,,77.0,0.0,16.6,95,61.7733,0.6,0.6,,98.0,87.0,96.25,21.0,,,99.25,164.0,2021-05,2021-05,99,94.3934647986573,4.606535201342695,4.606535201342695,False
2021-06-20 00:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,0,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,,0.0,,0.0,19.3,88,66.16316,1.2,0.0,67.0,,,,67.0,46.375,115.0,,,2021-06,2021-06,22,23.12120862433514,-1.1212086243351393,1.1212086243351393,False
2021-06-20 01:00:00,20210620,24,27,25.5,False,True,False,False,False,True,True,1,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,18.6,88,64.98632,1.0,0.0,110.0,,,,110.0,46.375,115.0,,,2021-06,2021-06,24,22.481134397188026,1.5188656028119745,1.5188656028119745,False
2021-06-20 02:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,2,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,18.4,90,64.7284,0.1,0.0,115.0,,,,115.0,46.375,115.0,,,2021-06,2021-06,22,22.44377288222044,-0.44377288222043987,0.44377288222043987,False
2021-06-20 03:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,3,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,18.2,94,64.53692,0.9,0.0,100.0,,,,100.0,46.375,115.0,,,2021-06,2021-06,22,22.70144212017212,-0.7014421201721213,0.7014421201721213,False
2021-06-20 04:00:00,20210620,24,27,25.0,False,True,False,False,False,True,True,4,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,17.5,95,63.348749999999995,0.5,0.0,109.0,,,,109.0,46.375,115.0,,,2021-06,2021-06,24,22.727197537057098,1.2728024629429022,1.2728024629429022,False
2021-06-20 05:00:00,20210620,23,26,26.5,False,True,False,False,False,True,True,5,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,18.0,94,64.1888,0.7,0.0,88.0,,,,88.0,46.375,115.0,,,2021-06,2021-06,23,22.3342348078984,0.665765192101599,0.665765192101599,False
2021-06-20 06:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,6,7,1,0,0,0.0,7.0,0,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,20.1,86,67.39614,1.3,0.0,103.0,,,,103.0,46.375,115.0,,,2021-06,2021-06,22,22.201797527093948,-0.20179752709394805,0.20179752709394805,False
2021-06-20 07:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,7,7,1,0,0,0.0,7.0,0,1,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,21.8,79,69.71078,1.6,0.0,57.0,,,,57.0,46.375,115.0,,,2021-06,2021-06,22,22.59908341462396,-0.5990834146239585,0.5990834146239585,False
2021-06-20 08:00:00,20210620,24,26,25.0,False,True,False,False,False,True,True,8,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,1.5,23.5,70,71.6105,1.1,0.0,23.0,,,,23.0,46.375,115.0,,,2021-06,2021-06,24,22.17443039450887,1.825569605491129,1.825569605491129,False
2021-06-20 09:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,9,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,3.5,25.5,61,73.63145,1.0,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,22,22.485396822268402,-0.4853968222684024,0.4853968222684024,False
2021-06-20 10:00:00,20210620,22,22,22.0,False,True,False,False,False,True,True,10,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,3.8999999999999986,25.9,67,74.87746999999999,1.6,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,22,22.412435236997847,-0.41243523699784745,0.41243523699784745,False
2021-06-20 11:00:00,20210620,24,27,26.0,False,True,False,False,False,True,True,11,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,4.899999999999999,26.9,63,75.85753,2.0,0.0,24.0,,,,24.0,46.375,115.0,,,2021-06,2021-06,24,22.000039803682167,1.9999601963178328,1.9999601963178328,False
2021-06-20 12:00:00,20210620,22,22,23.5,False,True,False,False,False,True,True,12,7,1,0,0,0.0,7.0,1,1,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,4.800000000000001,26.8,64,75.83648,2.2,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,22,22.13173522406692,-0.13173522406691873,0.13173522406691873,False
2021-06-20 13:00:00,20210620,22,23,22.5,False,True,False,False,False,True,True,13,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,4.199999999999999,26.2,62,74.73756,2.3,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,22,22.141553485421127,-0.14155348542112733,0.14155348542112733,False
2021-06-20 14:00:00,20210620,23,24,23.5,False,True,False,False,False,True,True,14,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,5.0,27.0,67,76.4981,1.9,0.0,25.0,,,,25.0,46.375,115.0,,,2021-06,2021-06,23,21.955614363768376,1.044385636231624,1.044385636231624,False
2021-06-20 15:00:00,20210620,25,28,26.0,False,True,False,False,False,True,True,15,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,5.600000000000001,27.6,61,76.60064,1.8,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,25,21.839904641535906,3.160095358464094,3.160095358464094,False
2021-06-20 16:00:00,20210620,23,24,24.0,False,True,False,False,False,True,True,16,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,6.0,28.0,58,76.7636,1.7,0.0,22.0,,,,22.0,46.375,115.0,,,2021-06,2021-06,23,21.792750733908065,1.2072492660919352,1.2072492660919352,False
2021-06-20 17:00:00,20210620,23,24,24.0,False,True,False,False,False,True,True,17,7,1,0,0,0.0,7.0,2,1,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,5.600000000000001,27.6,58,76.20992,1.2,0.0,23.0,,,,23.0,46.375,115.0,,,2021-06,2021-06,23,22.403334264335403,0.5966657356645975,0.5966657356645975,False
2021-06-20 18:00:00,20210620,24,26,26.0,False,True,False,False,False,True,True,18,7,1,0,0,0.0,7.0,2,0,6,0,0,0.0,1,0,1,0,0.0,0.0,0.0,3.8999999999999986,25.9,63,74.42383,1.2,0.0,24.0,,,,24.0,46.375,115.0,,,2021-06,2021-06,24,22.46872117050547,1.5312788294945285,1.5312788294945285,False
